First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Denise,O’Donnell,"Director, Bureau of Justice Assistance; United States Attorney, WDNY, ",21,"Obama, Bush II, Clinton, Bush I, Reagan"
James L.,Oakar,"Assistant United States Attorney, N.D. Ohio",4,Johnson
Cynthia,Oberg,"Chief, White Collar Crimes Unit, United States Attorney's Office, EDMI",22,"Obama, Bush II, Clinton, Bush I"
Charles,Oberly,United States Attorney for District of Delaware,6,Obama
Steven,Obus,"Chief, Civil Division, United States Attorney, SDNY",10,"Bush I, Reagan, Carter"
Judith,Olingy,"Trial Attorney, Criminal Division, Main Justice",4,Reagan
Matthew,Olsen,Deputy Assistant Attorney General for National Security,18,"Obama, Bush II, Clinton"
Nancy,Olson,"Deputy General Counsel, Civil",13,"Obama, Bush II, Clinton"
Kris,Olson,United States Attorney for the District of Oregon,18,"Clinton, Reagan, Carter, Ford, Nixon"
Wendy,Olson,"United States Attorney, District of Idaho",24,"Trump, Obama, Bush II, Clinton, Bush I"
Karen,ONeill,Deputy Executive Assistant Attorney,6,"Reagan, Carter"
Ira,Oring,Assistant United States Attorney,10,"Clinton, Bush I"
Harvey,Oringher,"Special Attorney, Organized Crime",3,Carter
Norma,Ortiz,Staff Attorney,6,"Clinton, Bush I, Reagan"
Carmen,Ortiz,United States Attorney,21,"Obama, Bush II, Clinton, Reagan"
Rafael,Ortiz-Segura,Immigration Judge,33,"Trump, Obama, Bush II, Clinton"
Meredith ,Osborn,Assistant United States Attorney,5,"Trump, Obama"
Lois,Osler,Assistant Branch Director,13,"Obama, Bush II, Clinton, Bush I"
Carolyn,Osolinik,Trial Attorney,3,Carter
Peter,Ossorio,Supervisory Assistant United States Attorney,17,"Bush II, Clinton, Bush I"
Carolyn ,Ostby,Attorney Advisor,3,"Reagan, Carter"
William J.,Otteson,"Assistant United States Attorney, D. Minn.",8,"Obama, Bush II"
Lauren,Ouziel,Assistant United States Attorney,8,"Obama, Bush II"
Spencer,Overton,"Principal Deputy Assistant Attorney General, Office of Legal Policy",1.5,Obama
Richard,Owens,"Associate Director, Office of International Affairs, Criminal Division",36,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Nina,Pala,Assistant United States Attorney,5,"Clinton, Bush I"
Robert,Palmer,"Assistant Special Prosecutor, Watergate SPF",1.5,"Ford, Nixon"
Darrell,Panethiere,"Attorney-Advisor, Office of Legal Policy",3,"Bush I, Reagan"
Susan,Park,"Trial Attorney, Public Integrity Section, Criminal Division",18,"Bush II, Clinton, Bush I, Reagan"
Marietta,Parker,Interim United States Attorney,22,"Bush II, Clinton, Bush I"
Thomas R.,Parker,"Assistant Special Agent in Charge, FBI",24,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Kristy,Parker,"Deputy Chief, Criminal Section, Civil Rights Division",19,"Trump, Obama, Bush II, Clinton"
E. Fitzgerald,Parnell,"Assistant United States Attorney, Western District of North Carolina",2,"Reagan, Carter"
Mark,Parrent,Assistant United States Attorney,27,"Trump, Obama, Bush II, Clinton, Bush I"
Stephen,Paskey,Senior Trial Attorney,12,"Bush II, Clinton"
Timothy ,Pastore ,Special Assistant United States Attorney (DMA),1,"Bush II, Clinton"
Krishna,Patel,"Deputy Chief, National Security & Major Crimes",16,"Obama, Bush II, Clinton"
Teresa,Patrick,"Assistant Section Chief, Environment and Natural Resources Division",21,"Obama, Bush II, Clinton"
Michael ,Patrick ,Special Assistant United States Attorney ,5,Reagan
Donna,Patterson,Deputy Assistant Attorney General,4,Clinton
Larry,Patton,United States Attorney,3.5,Carter
Larry,Patton,Senior Trial Attorney,8,"Reagan, Carter, Ford, Nixon"
Jeremy,Paul,"Professor in Residence, Appellate Staff, Civil Division",1,"Bush I, Reagan"
Theresa,Pauling,Deputy Chief Counsel ,14,"Bush II, Clinton, Bush I"
Joseph,Payne,Senior Trial Attorney,27,"Bush II, Clinton, Bush I, Reagan, Carter"
David,Payne,Assistant United States Attorney,3,Bush I
Charles,Pazar,Immigration Judge,37,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Peabody,Assistant United States Attorney ,8,"Bush II, Clinton"
Howard,Pearl,"Supervisor, United States Attorney's Office, Chicago",8,"Bush I, Reagan"
Thomas,Peebles,"Regional Director, Central and Eastern Europe, OPDAT/Criminal Division",36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Stuart,Peim,Chief of Criminal Division District of New Jersey,7,Reagan
Paul,Pelletier,"Chief, Fraud Section",26,"Obama, Bush II, Clinton, Bush I, Reagan"
Linda,Pence,"Trial Attorney, Fraud Section Prosecutor",9,"Reagan, Carter, Ford"
Robert,Pennoyer,Assistant United States Attorney,3,Eisenhower
John,Pensinger,"Principal Deputy General Counsel, OJP",20,"Obama, Bush II, Clinton"
Charles,Pereyra-Suarez,"Supervisor, Civil Rights Unit, Los Angeles",6,"Reagan, Carter, Ford"
Hector,Perez,Assistant United States Attorney,4,"Reagan, Carter"
Lisa,Perkins,Assistant United States Attorney,17,"Obama, Bush II, Clinton, Bush I"
Pamela,Perron,Assistant United States Attorney,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Danya,Perry,"Deputy Chief of the Criminal Division, SDNY",11,"Obama, Bush II"
Martin,Perschetz,"Chief of Major Crimes, SDNY",5.5,"Reagan, Carter"
Stephen,Pershing,Senior Trial Attorney,9,"Bush II, Clinton"
Joel,Perwin,Assistant United States Attorney,2,Carter
Elliot,Peters,"Assistant United States Attorney, SDNY",5,"Bush I, Reagan"
James,Peters,Assistant United States Attorney,25,"Obama, Bush II, Clinton, Bush I"
Kristan,Peters-Hamlin,"Assistant United States Attorney, Washington, DC",6,"Clinton, Bush I"
Glen,Petersen,Assistant United States Attorney,6,Bush II
Elizabeth ,Peterson,"Attorney, Appellate Section, ENRD",35,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Ben,Petok,Director of Communications,3,"Trump, Obama"
Carol,Petsonk,Trial Attorney,5,"Clinton, Bush I"
Barry,Pettinato,Immigration Judge,29,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Ashwin,Phatak,Attorney-Advisor,1,"Trump, Obama"
Nicholas,Phillips,Assistant United States Attorney,5,Reagan
Channing,Phillips,United States Attorney for the District of Columbia ,27,"Trump, Obama, Bush II, Clinton, Bush I"
Tamra,Phipps,"Chief, Appellate Division; Assistant United States Attorney, MDFL",28,"Obama, Bush II, Clinton, Bush I, Reagan"
Louis,Pichini,"Chief, Criminal Division, United States Attorney’s Office EDPA",25,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Stephen ,Pickard ,Assistant United States Attorney,6,"Ford, Nixon"
Cyrus,Picken,Trial Attorney ,6,Reagan
Harold,Pickerstein,"United States Attorney, Connecticut",16,"Bush I, Reagan, Carter, Ford, Nixon"
Todd,Pickles,Assistant United States Attorney,12,"Trump, Obama, Bush II"
Justin,Pidot,Trial Attorney,3,"Obama, Bush II"
Edwin R.,Pierce,"Chief, Northern Criminal Enforcement Section, Tax Division",25,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Sunny,Pietrafesa,Senior Trial Attorney ,20,"Obama, Bush II, Clinton"
Brad,Pigott,United States Attorney,6,Clinton
Daniel,Piloseno,Trial Attorney,6,"Carter, Ford, Nixon"
James,Plaisted,"Chief Public Protection and Fraud Division , United States Attorney's Office, District of New Jersey",10,"Reagan, Carter, Ford, Nixon"
Veronica,Platt Longstreth,"Trial Attorney, Torts Branch, Civil Division",3,Reagan
Gary,Plessman,"Assistant United States Attorney, Chief, Civil Fraud Section, CDCA",19,"Obama, Bush II, Clinton, Bush I"
Anna,Pletcher,Assistant Chief,10,"Obama, Bush II"
Robert,Plotz,"Assistant United States Attorney, SDNY",5,"Bush I, Reagan"
Mark,Pomerantz,"Chief, Criminal Division, Southern District of New York",6,"Clinton, Carter, Ford"
Betsy,Pond,"Chief, Executive Secretariat, Criminal Division",7,"Clinton, Carter, Ford"
James,Ponsoldt,Senior Trial Attorney,3.4,"Carter, Ford"
Richard,Poole,Senior Litigation Counsel,26,"Bush II, Clinton, Bush I, Reagan"
Amy,Pope,"Deputy Chief of Staff & Counselor, Criminal Division",9,"Obama, Bush II, Clinton"
Herbert,Posner,Special Attorney ,4,"Nixon, Johnson"
Mark ,Posner ,Special Counsel,23,"Bush II, Clinton, Bush I, Reagan, Carter"
Trevor,Potter,"Counsel, Office of Legal Policy",3,Reagan
Trevor,Potter,"Special Assistant to the Deputy Assistant Attorney General, Office of Legal Counsel ",2,Reagan
Nancy,Potts,Assistant United States Attorney,16,"Obama, Bush II, Clinton"
Mary,Pougiales,Assistant United States Attorney,17,"Bush II, Clinton, Bush I"
Theodore,Poulos,Assistant United State Attorney,5,"Bush I, Reagan"
Virginia,Powel,"Assistant United States Attorney, EDPa",35,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Power,Trial Attorney,5,"Carter, Ford, Nixon"
Ann,Powers,Assistant United States Attorney; Senior Trial Attorney LNRD,10,"Reagan, Carter, Ford"
Lydia,Pozzato,Supervisory Special Agent,23,"Trump, Obama, Bush II, Clinton"
Allison,Price,Senior Spokesperson ,3,Obama
Evan,Pritchard,Trial Attorney,3,Bush II
Caryl,Privett,United States Attorney,22,"Clinton, Bush I, Reagan, Carter, Ford"
Raphael,Prober,Associate Deputy Attorney General,2,Obama
George,Proctor,"United States Attorney, ED Arkansas ",23,"Bush II, Clinton, Bush I, Reagan, Carter"
Jacek,Pruski,Trial Attorney,4,Obama
John,Puccu,"Section Chief, United States Attorney's Office, MA",10,"Clinton, Bush I, Reagan"
Dan,Purdom,Assistant United States Attorney,6,"Reagan, Carter"
Tim,Purdon ,"United States Attorney, North Dakota",5,Obama
Henry,Putzel III,Assistant United States Attorney,4,"Ford, Nixon"
Nikhil,Pyati,Trial Attorney,2,Obama
Julio,Quinones,Assistant Special Agent in Charge,25,"Obama, Bush II, Clinton, Bush I"
Rizwan,Qureshi,Assistant United States Attorney,0.4,"Trump, Obama"
Susan,Raab,Assistant United States Attorney,17,"Trump, Obama, Bush II, Clinton, Bush I"
Judith,Rabinowitz,"Assistant Director, Civil Division",38.5,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Jill,Radek,Trial Attorney,4,"Ford, Nixon"
Robert,Radick,"Deputy Chief of Public Integrity and Chief of Health Care Fraud Prosecutions, Eastern District of New York",6,"Obama, Bush II"
Jodi,Rafkin,Assistant United States Attorney,12,"Bush II, Clinton, Bush I"
Laura,Ramirez ,Immigration Judge,21,"Trump, Obama, Bush II, Clinton"
Kurt,Ramlo,Assistant United States Attorney,6,"Bush II, Clinton"
Stephen,Ramsey,Chief Environmental Enforcement Section,8,"Reagan, Carter"
Michael,Rand,"Chief, Victimization Statistics, BJS",34,"Obama, Bush II, Clinton, Bush I, Reagan"
Carla,Raney,"Associate Director OEO, Criminal Division",27,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Asha,Rangappa,"Special Agent, FBI",3,Bush II
Katherine,Ransel,Trial Attorney,6.5,"Reagan, Carter, Ford"
John,Ransom,Assistant United States Attorney,7,"Ford, Nixon"
B. Michael,Rauh,Assistant United States Attorney,4,Kennedy
Norman,Rave,Senior Attorney,20,"Trump, Obama, Bush II, Clinton"
Ann,Ravel,Deputy Assistant Attorney General ,2,Obama
Ann,Ravel,"Deputy Assistant Attorney General, Civil Division",2,Obama
Scott,Ray,"Deputy Chief, Major Crimes",25,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Ann,Reed,Attorney Advisor,5,Clinton
Carolyn,Reed,"Attorney, Civil Rights Division",4,Nixon
Robert,Reed,Executive Assistant United States Attorney ,34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Samuel ,Reich ,"First Assistant United States Attorney, WDPa",6,"Kennedy, Eisenhower"
Kimberly,Reiley Clement,Assistant United States Attorney,5,"Reagan, Carter"
Patty,Reilly,"Special Assistant to the Director, Bureau of Justice Assistance",4,Clinton
Charles,Reilly,"Trial Attorney, United States Department of Justice, Antitrust Division",40,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Dan,Reinberg,Assistant United States Attorney,4.5,Clinton
Richard ,Reinish,"Trial Attorney, Antitrust Division",3.5,"Nixon, Johnson"
Emily ,Reisbaum,Assistant United States Attorney,5,Bush II
Lorin,Reisner,"Chief, Criminal Division, SDNY",7,"Obama, Clinton, Bush I"
Michael,Remington,Attorney-Advisor,3,"Carter, Ford"
Carole,Rendon,"United States Attorney, Northern District of Ohio",17,"Trump, Obama, Clinton, Bush I, Reagan"
Bruce,Repetto,Senior Litigation Counsel,37,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Bruce,Reppert,"Chief, Fraud & Corruption, United States Attorney's Office, SDIL",34,"Trump, Obama, Bush II, Bush I"
Lauren,Resnick,"Chief, Computer Crimes & Intellectual Property Section, United States Attorney's Office, EDNY",10,"Clinton, Bush I"
David,Resnicoff,"Assistant United State Attorney, EDPA",8,"Bush II, Clinton"
Don,Resnikoff,Trial Attorney,20,"Bush II, Clinton, Bush I, Reagan, Carter, Johnson"
Gordon,Rhea,"Executive Assistant United States Attorney, Washington, DC",7,"Reagan, Carter, Ford"
Steven,Rhodes,Assistant United States Attorney,4,"Ford, Nixon"
Joseph,Rich,"Chief, Voting Section, Civil Rights Division",36,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Betty,Richardson,"United States Attorney, District of Idaho",8,"Obama, Clinton"
Sally,Richardson,Assistant United States Attorney,20,"Obama, Bush II, Clinton"
Douglas,Richardson,Assistant United States Attorney,3.5,"Reagan, Carter"
Stephen,Riddell,Assistant United States Attorney for the District of Columbia,5,Bush II
Len,Rieser,Trial Attorney,6,"Reagan, Carter, Ford"
Lori,Rifkin,Senior Trial Attorney ,3,Obama
Elizabeth,Riker,"Assistant United States Attorney, NDNY; Deputy Chief. Appellate Section",22,"Obama, Bush II, Clinton, Bush I"
Patricia,Riley,Special Counsel to the United States Attorney DC,33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Susan,Ringler,Assistant United States Attorney for the District of Maryland,13,"Clinton, Bush I, Reagan"
Roland,Riopelle,"Assistant United States Attorney, SDNY",6,Clinton
Richard,Ritter,Special Litigationn Counsel Civil Rights Division,24,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Andres,Rivero,Assistant United States Attorney,5,"Clinton, Bush I"
Lawrence,Robbins,Assistant United States Attorney,7,"Bush I, Reagan"
Joshua,Robbins,Assistant United States Attorney,7,Obama
Jeff,Robbins,"Assistant United States Attorney, District of Massachusetts, Chief, Asset Forfeiture Unit",3,"Bush I, Reagan"
Matthew,Roberts,"Assistant to the Solicitor General; Senior Counsel, Office of Legal Counsel",20,"Trump, Obama, Bush II, Clinton"
Tom,Roberts,Senior Counsel to the Assistant Attorney General (Criminal Division),40,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Darwin,Roberts,Assistant United States Attorney,8,"Obama, Bush II"
Riley,Roberts,Chief Speechwriter to the Attorney General,4,Obama
Rachel,Roberts ,Trial Attorney ,8,"Trump, Obama"
Laurie,Robinson,Assistant Attorney General,10,"Obama, Clinton"
Stewart ,Robinson,"Principal Deputy Director, Office of International Affairs",28,"Obama, Bush II, Clinton, Bush I, Reagan"
John,Robinson,"Assistant United States Attorney, Senior Litigation Counsel",25,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
David,Rocah,Senior Trial Attorney,3,"Bush II, Clinton"
Mimi,Rocah,"Assistant United States Attorney, Chief, White Plains Division SDNY",16.5,"Trump, Obama, Bush II, Clinton"
William,Roche,Supervisory Special Agent-DEA,22,"Obama, Bush II, Clinton"
Thomas ,Roche,Associate United States Attorney,16,"Clinton, Bush I, Reagan, Carter"
Janice,Rodgers,"Director, Departmental Ethics office",30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Jennifer,Rodgers,Assistant United States Attorney ,13,"Obama, Bush II, Clinton"
Jacabed,Rodriguez-Coss,"Deputy Chief, National Security and Major Crimes",24,"Trump, Obama, Bush II, Clinton"
David,Rody,"Chief, Violent Crimes Unit, SDNY",12.5,"Obama, Bush II, Clinton"
Susan ,Roe,Assistant United States Attorney,28,"Trump, Obama, Bush II, Clinton, Bush I"
Steven,Rogers,Assistant Section Chief,18,"Bush II, Clinton, Bush I, Reagan, Carter"
Martha,Rogers,"Assistant United States Attorney, District of Columbia",10,"Reagan, Carter"
Michael,Rogoff,"Assistant United States Attorney, Southern District of New York",5,"Clinton, Bush I"
Gerald,Role,Senior Trial Attorney,28,"Trump, Obama, Bush II, Clinton, Bush I"
Eloise,Rosas,"District Counsel, INS",27,"Bush II, Clinton, Bush I, Reagan, Carter"
Alan,Rose,"Assistant United States Attorney, Boston",6,"Carter, Ford"
Robert,Rose,Special Assistant United States Attorney,5,"Carter, Ford"
Jonathan,Rose,Assistant Attorney General,7,"Reagan, Carter, Ford, Nixon"
Robert,Rose,"Assistant United States Attorney, Chief Criminal Division SD of CA",12,"Reagan, Carter, Ford, Nixon"
Joel,Rosen,Assistant United States Attorney,6,"Carter, Ford"
Marc,Rosenbaum,"Assistant United States Attorney, SDNY",4,Reagan
Ezra,Rosenberg,Senior Trial Attorney,3,"Reagan, Carter"
John,Rosenberg,"Chief, Criminal Section; Civil Rights Division",8,"Nixon, Johnson, Kennedy"
Richard,Rosenberg,Trial Attorney,33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Loru,Rosenberg ,"Board of Immigration Appeals, Board Member",7,"Bush II, Clinton"
Samuel,Rosenthal,"Chief, Appellate Section, Criminal Division, DOJ",8,"Bush I, Reagan, Carter"
DJ,Rosenthal,Senior Counsel to the Assistant Attorney General for National Security ,3,Obama
Joel,Rosenthal,Senior Litigation Counsel,8,"Reagan, Carter, Ford, Nixon"
Paul,Rosenzweig,Trial Attorney,7,"Clinton, Bush I, Reagan"
Lawrence,Ross,"Trial Attorney, Civil Rights and Tax Divisions",10,"Ford, Nixon, Johnson"
Margery,Ross,Paralegal,3,"Nixon, Johnson"
Susan Deller,Ross,"Special Litigation Counsel, Civil Rights Division ",3,"Reagan, Carter"
Gene,Rossi,Supervisory Assistant United States Attorney ,27,"Obama, Bush II, Clinton, Bush I"
John,Roth,Chief of Staff to the Deputy Attorney General,25,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Gregory,Roth,Assistant United States Attorney,15,"Bush II, Clinton, Bush I"
Monique,Roth,"Director, Office of Enforcement Operations, Criminal Division",22,"Obama, Bush II, Clinton"
Frank,Rothermel ,Civil Fraud Prosecutor,4,"Bush I, Reagan"
Amy,Rothstein,"Assistant United States Attorney, SDNY",4,Reagan
Ann,Rowland,"Deputy Chief, Criminal Division, Northern District of Ohio",38,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Susan ,Roy,Immigration Judge,10,"Obama, Bush II, Clinton"
Alan,Rubin,Assistant United States Attorney ,7,"Bush I, Reagan"
Bill,Rubin,Special Attorney ,2,Obama
Tom,Rubin,"Assistant United States Attorney, SDNY",4,Clinton
Lee,Rubin,"Trial Attorney, Civil Rights Division/Assistant U.S Attorney",8,"Clinton, Bush I"
John,Rubiner,Assistant United States Attorney,5,Clinton
Stuart,Rudnick,"Special Attorney, Organized Crime & Racketeering Section, Criminal Division",5,"Ford, Nixon"
Charles L ,Ruffner,"Trial Attorney, Tax Division",4,Johnson
Jonathan,Rusch,"Deputy Chief, Fraud Section, Criminal Division, DOJ",26,"Obama, Bush II, Clinton, Bush I, Reagan"
Joshua,Russ,"Civil Chief, EDTX",4.5,"Trump, Obama"
Ronald G.,Russo ,"Chief, Official Corruption Special Prosecution Section  ",4,Carter
Daniel,Ruzumna,Assistant United States Attorney,6,"Bush II, Clinton"
Allan ,Ryan,"Director, Office of Special Investigations, Criminal Divisions",7,"Reagan, Carter"
Robert,Sadowski,"Civil Health Care Fraud Coordinator, SDNY",14,"Bush II, Clinton, Bush I"
Ronald,Safer,"Criminal Chief, United States Attorney's Office, ND Illinois",10,"Clinton, Bush I"
Sanford,Sagalkin,Deputy Assistant Attorney General,3,Carter
Barbara,Sale,"Criminal Division Chief, United States Attorney's Office Maryland ",35,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Peter,Salerno,"Assistant United States Attorney, SDNY (Chief Appellate Attorney-Civil Division and Deputy Chief-Civil Division)",14,"Reagan, Carter, Ford, Nixon"
Marlene,Sallo,"Chief of Staff and Senior Counsel, DOJ Community Relations Service ",2,Obama
Stephen,Saltzburg,Deputy Assistant Attorney General,2,"Bush I, Reagan"
Sasha,Samberg-Champion,"Senior Attorney, Civil Rights Division Appellate Section",4,Obama
Randall,Samborn,Assistant United States Attorney,20,"Obama, Bush II, Clinton"
Beverly,Sameshima,Assistant United States Attorney ,26,"Obama, Bush II, Clinton, Bush I"
Stephen,Samuels,Assistant Section Chief,31,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Luis Felipe,Sánchez,"Assistant United States Attorney, N.D. of Illinois ",25,"Bush II, Clinton, Bush I, Reagan"
James,Sanders,Assistant United States Attorney,9,"Reagan, Carter"
Harry,Sandick,Assistant United States Attorney,6,Bush II
Leonard,Sands,"Trial Attorney, Criminal Division, OC&R Section",8,"Carter, Ford, Nixon"
Jeb,Sanford,"Assistant Chief, EES, ENRD",9,"Clinton, Bush I, Reagan"
Betty,Santangelo,Assistant United States Attorney. S.D.N.Y.,6,"Reagan, Carter"
Jim,Santel ,Acting Chief Speechwriter to the Attorney General,2,Obama
Frank,Santoro,Senior Litigation Counsel,12,"Reagan, Carter, Ford"
Daniella ,Sapriel,Trial Attorney,4,"Carter, Ford"
Joseph F.,Savage,Senior Litigation Counsel,13,"Bush II, Clinton, Bush I"
Zoe,Savitsky,Trial Attorney,5.5,Obama
Ephraim ,Savitt ,"Assistant United States Attorney, Eastern District of New York",8,"Bush I, Reagan"
Keith,Saxe,"Assistant Chief, Environment and Natural Resources Division",25,"Obama, Bush II, Clinton, Bush I"
Surya,Saxena,Assistant United States Attorney,9,"Trump, Obama"
Ellen,Sazzman,Trial Attorney,8,"Reagan, Carter"
Terri,Scadron,"Assistant Director, Office of Immigration Litigation, Civil Division",24,"Trump, Obama, Bush II, Clinton"
S. Michael,Scadron,Senior Trial Counsel,30,"Bush II, Clinton, Bush I, Carter, Ford, Nixon"
Frank,Scafidi,FBI GS-15 Supervisory Special Agent,24,"Bush II, Clinton, Bush I, Reagan"
Edward,Scarvalone,"Assistant United States Attorney, SDNY",15,"Bush II, Clinton, Bush I"
Richard,Schechter,Senior Litigation Counsel,28,"Obama, Bush II, Clinton, Bush I, Reagan"
Ann,Scheel,Acting United States Attorney,30,"Trump, Obama, Bush II, Clinton, Bush I"
Charles,Scheeler,Assistant United States Attorney,5,"Bush I, Reagan"
Shira,Scheindlin ,Assistant United States Attorney,4,"Reagan, Carter"
Arden,Schell,Deputy Assistant Attorney General ,2,"Reagan, Carter"
Peter,Schenck,"First Assistant United States Attorney, EDPA",33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Howard ,Scher,Attorney ,36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Lois,Schiffer,"Assistant Attorney General, Environment and Natural Resources Division",14,"Clinton, Reagan, Carter"
Katherine,Schlech,Assistant Chief,33,"Obama, Bush II, Clinton, Bush I, Reagan"
Tracy,Schmaler,"Director, Office of Public Affairs",4,Obama
Angela,Schmidt,Assistant United States Attorney,29,"Obama, Bush II, Clinton, Bush I, Reagan"
Paul,Schmidt,"Chairman, Board of Immigration Appeals",35,"Obama, Bush II, Clinton, Reagan, Carter, Ford, Nixon"
Joseph,Schmitz,Assistant United States Attorney (N.D. Ohio.),31,"Obama, Bush II, Clinton, Bush I, Reagan"
Thomas,Schneider,United States Attorney,8,Clinton
Susan,Schneider,Senior Trial Attorney,29,"Obama, Bush II, Clinton, Bush I, Reagan"
Herbert,Schoenberg,Assistant United States Attorney,3,Johnson
Sandra,Schraibman,"Assistant Director, Federal Programs Branch, Civil Division",36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Barbara,Schulman Gillers,"Assistant United States Attorney, SDNY",4,"Reagan, Carter"
Vicki,Schultz,Deputy Assistant Attorney General,3.5,Obama
Vicki,Schultz,"Trial Attorney, Civil Rights Division",3,Reagan
Nancy,Schuster,"Chief, Criminal Division, Northern District of Ohio",12,"Reagan, Carter, Ford, Nixon"
Douglas,Schwartz,Assistant United States Attorney ,5,"Reagan, Carter"
Robert,Schwartz,Trial Attorney,4.5,"Carter, Ford"
Adam,Schwartz,Assistant United States Attorney,4,"Obama, Bush II"
Melissa,Schwartz,Senior Public Affairs Officer,1,Obama
Mel,Schwarz,"Special Counsel for Civil Enforcement, Antitrust Division",3,Clinton
Charles,Schwidde,"Senior Trial Lawyer, Antitrust Division",30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Mike,Scott,Trial Attorney,3,"Reagan, Carter"
David,Scott,"Senior Trial Attorney, Criminal Division",4,"Carter, Ford"
Daniel,Searing,G-S 15 Attorney,27,"Bush II, Clinton, Bush I, Reagan, Carter"
Gerald,Secundy,"Attorney, Land & Natural Resources Division, Appellate Section",1,Nixon
Malcolm,Segal,First Assistant United States Attorney ,9,"Carter, Ford, Nixon"
David,Seide,Assistant United States Attorney,11,"Bush II, Clinton, Bush I"
Ricki,Seidman,Deputy Associate Attorney General,2,Clinton
James,Seif,"Special Assistant to the Assistant Attorney General, Criminal Division",5,"Ford, Nixon"
Thomas,Seigel,"Chief, Organized Crime & Racketeering Section, EDNY",8,"Bush II, Clinton"
Randy,Seiler,United States Attorney,22,"Trump, Obama, Bush II, Clinton"
Steven,Semeraro,Trial Attorney,5,Clinton
Robert,Semmer,"Chief, Criminal Division, United States Attorney’s Office, ND of Ill",11,"Carter, Ford, Nixon"
Jill,Semmerling,Special Agent,15,"Obama, Bush II, Clinton, Bush I"
Randal,Sengel,Assistant United States Attorney,18,"Obama, Bush II, Clinton"
Linda,Severin,"Deputy Chief, Appeals - SDNY",8,"Bush I, Reagan"
William,Shaheen,United States Attorney for NH,4,Carter
Thomas,Shakeshaft,Assistant United States Attorney,11,"Obama, Bush II"
Peter,Shane,"Attorney-Advisor, OLC",3,"Reagan, Carter"
Robert,Shanks,"Deputy Assistant Attorney General, Office of Legal Counsel",4,Reagan
John,Shannonhouse,Program Manager,33,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Gary,Shapiro,Interim United States Attorney,42,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Alexander ,Shapiro,Assistant United States Attorney,5,"Trump, Obama"
Jonathan ,Shapiro,Assistant United States Attorney,9,"Clinton, Bush I"
Avin,Sharma,Special Assistant to the Chairman of the Foreign Claims Settlement Commission,2.5,Obama
Gary,Shattuck,Assistant United States Attorney,15,"Bush II, Clinton, Bush I"
Helen Lessin,Shaw,"Staff Director, Federal Legal Council",16,"Reagan, Carter, Ford, Nixon"
Theodore ,Shaw,"Trial Attorney, Civil Rights Division ",3,"Reagan, Carter"
Hank,Shea,"Assistant United States Attorney, Chief, White Collar Crime Section",20,"Bush II, Clinton, Bush I, Reagan"
Barton,Sheela,Assistant United States Attorney,3,Carter
Deborah,Shefler,Assistant United States Attorney,11,"Reagan, Carter, Ford, Nixon"
Thomas,Sheldon,Trial Attorney,13,"Reagan, Carter, Ford, Nixon"
John H.,Shenefield,Associat Attorney General of the United States; Assistant Attorney General (Antitrust),4,Carter
George,Sherk,Trial Attorney,6.2,"Bush I, Reagan"
